Label,Date,Value
Total,2019-12-31,920081000000.0
Total,2006-03-31,163635000000.0
Total,2006-06-30,193840000000.0
Total,2006-09-30,193047000000.0
Total,2007-03-31,201767000000.0
Total,2007-06-30,224104000000.0
Total,2007-09-30,253675000000.0
Total,2009-12-31,393809000000.0
Total,2011-03-31,390925000000.0
Total,2011-06-30,400890000000.0
Total,2015-06-30,260850000000.0
Total,2015-09-30,256722000000.0
Total,2015-12-31,235560000000.0
Total,2016-03-31,254335000000.0
Total,2016-06-30,252531000000.0
Total,2016-09-30,254000000000.0
Total,2016-12-31,243967000000.0
Total,2017-03-31,253628000000.0
Total,2017-06-30,269706000000.0
Total,2017-09-30,271219000000.0
Total,2017-12-31,263021000000.0
Total,2018-03-31,270395000000.0
Total,2018-06-30,252664000000.0
Total,2018-09-30,275881000000.0
Total,2018-12-31,276825000000.0
Total,2021-03-31,387887000000.0
Total,2021-06-30,391665000000.0
Total,2021-09-30,408198000000.0
Total,2021-12-31,396755000000.0
Total,2022-03-31,433903000000.0
Total,2022-06-30,420265000000.0
Total,2022-09-30,423033000000.0
Total,2022-12-31,426209000000.0
Total,2023-03-31,429267000000.0
Total,2013-03-31,231221000000.0
Total,2013-06-30,280472000000.0
Total,2014-12-31,452772000000.0
Total,2015-03-31,466776000000.0
Total,2017-03-31,411182000000.0
Total,2017-06-30,390965000000.0
Total,2017-09-30,393894000000.0
Total,2018-12-31,211151000000.0
Total,2019-03-31,219419000000.0
Total,2021-03-31,484163000000.0
Total,2021-06-30,463842000000.0
Total,2021-09-30,543685000000.0
Total,2021-12-31,519582000000.0
Total,2022-03-31,532233000000.0
Total,2022-06-30,450268000000.0
Total,2022-09-30,428996000000.0
Total,2013-03-31,175985000000.0
Total,2013-09-30,169420000000.0
Total,2013-12-31,185594000000.0
Total,2014-03-31,172552000000.0
Total,2014-09-30,226833000000.0
Total,2014-12-31,244055000000.0
Total,2015-03-31,231518000000.0
Total,2015-06-30,218402000000.0
Total,2015-09-30,208664000000.0
Total,2015-12-31,224971000000.0
Total,2016-03-31,252937000000.0
Total,2016-06-30,258094000000.0
Total,2018-09-30,269795000000.0
Total,2019-03-31,280387000000.0
Total,2020-03-31,393487000000.0
Total,2020-06-30,421002000000.0
Total,2020-09-30,410861000000.0
Total,2020-12-31,448466000000.0
Total,2021-03-31,452773000000.0
Total,2021-06-30,447019000000.0
Total,2021-09-30,472525000000.0
Total,2021-12-31,472577000000.0
Total,2022-03-31,487335000000.0
Total,2022-06-30,469549000000.0
Total,2022-09-30,436185000000.0
Total,2022-12-31,427340000000.0
Total,2023-03-31,441320000000.0
Total,2012-12-31,165048000000.0
Total,2013-03-31,200061000000.0
Total,2013-06-30,163250000000.0
Total,2013-09-30,191015000000.0
Total,2013-12-31,210229000000.0
Total,2014-03-31,197866000000.0
Total,2014-06-30,224520000000.0
Total,2014-09-30,251154000000.0
Total,2014-12-31,270886000000.0
Total,2015-03-31,259284000000.0
Total,2015-06-30,244755000000.0
Total,2015-09-30,234266000000.0
Total,2015-12-31,253587000000.0
Total,2016-03-31,282410000000.0
Total,2020-03-31,436889000000.0
Total,2020-06-30,468017000000.0
Total,2020-09-30,457099000000.0
Total,2020-12-31,501828000000.0
Total,2021-03-31,507850000000.0
Total,2021-06-30,501651000000.0
Total,2021-09-30,528406000000.0
Total,2021-12-31,536368000000.0
Total,2022-03-31,551067000000.0
Total,2022-06-30,529787000000.0
Total,2022-09-30,495080000000.0
Total,2022-12-31,487385000000.0
Total,2023-03-31,499447000000.0
Total,2003-09-30,160582000000.0
Total,2003-12-31,158936000000.0
Total,2004-03-31,178890000000.0
Total,2004-06-30,185055000000.0
Total,2004-09-30,174246000000.0
Total,2007-09-30,391741000000.0
Total,2007-12-31,401241000000.0
Total,2008-03-31,422921000000.0
Total,2008-06-30,409974000000.0
Total,2008-09-30,622117000000.0
Total,2008-12-31,618903000000.0
Total,2009-03-31,577322000000.0
Total,2009-06-30,548846000000.0
Total,2009-09-30,533404000000.0
Total,2009-12-31,554806000000.0
Total,2010-03-31,562359000000.0
Total,2010-06-30,558861000000.0
Total,2010-09-30,566087000000.0
Total,2010-12-31,573181000000.0
Total,2011-03-31,586767000000.0
Total,2011-06-30,609693000000.0
Total,2011-09-30,642660000000.0
Total,2011-12-31,691797000000.0
Total,2012-03-31,706457000000.0
Total,2012-06-30,703350000000.0
Total,2012-09-30,712903000000.0
Total,2012-12-31,739610000000.0
Total,2013-03-31,708428000000.0
Total,2013-06-30,753293000000.0
Total,2013-09-30,786283000000.0
Total,2013-12-31,793872000000.0
Total,2014-03-31,810091000000.0
Total,2014-06-30,808029000000.0
Total,2014-09-30,798781000000.0
Total,2014-12-31,843293000000.0
Total,2015-03-31,856203000000.0
Total,2015-06-30,824670000000.0
Total,2015-09-30,811957000000.0
Total,2015-12-31,823793000000.0
Total,2016-03-31,854998000000.0
Total,2016-06-30,867603000000.0
Total,2016-09-30,900875000000.0
Total,2016-12-31,904408000000.0
Total,2017-03-31,919176000000.0
Total,2017-06-30,914271000000.0
Total,2017-09-30,921922000000.0
Total,2017-12-31,927430000000.0
Total,2018-03-31,961012000000.0
Total,2018-06-30,947533000000.0
Total,2018-09-30,958753000000.0
Total,2018-12-31,943289000000.0
Total,2019-03-31,975274000000.0
Total,2019-06-30,976111000000.0
Total,2019-09-30,992519000000.0
Total,2019-12-31,1002796000000.0
Total,2020-03-31,1102286000000.0
Total,2020-06-30,1238264000000.0
Total,2020-09-30,1299770000000.0
Total,2020-12-31,1371380000000.0
Total,2021-03-31,1478564000000.0
Total,2021-06-30,1509693000000.0
Total,2021-09-30,1562809000000.0
Total,2021-12-31,1616508000000.0
Total,2022-03-31,1650051000000.0
Total,2022-06-30,1598675000000.0
Total,2022-09-30,1584251000000.0
Total,2022-12-31,1527128000000.0
Total,2023-03-31,1544199000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2001-03-31,11962000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2002-09-30,11775000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2002-12-31,12175000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2003-03-31,11347000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2003-09-30,11043000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2003-12-31,11487000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2004-03-31,11772000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2004-09-30,12973000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2005-06-30,25381000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2005-12-31,28221000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2006-03-31,23203000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2006-06-30,25708000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2006-09-30,24537000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2006-12-31,30069000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2007-06-30,24741000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2007-09-30,22731000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2007-12-31,30442000000.0
"Cash items in process of collection, unposted debits, and currency and coin",2008-03-31,30103000000.0
Balances due from banks in foreign countries and foreign central banks,2018-06-30,103891000000.0
Balances due from banks in foreign countries and foreign central banks,2018-09-30,118432000000.0
Balances due from banks in foreign countries and foreign central banks,2018-12-31,110709000000.0
Balances due from banks in foreign countries and foreign central banks,2019-06-30,130813000000.0
Balances due from banks in foreign countries and foreign central banks,2019-09-30,121542000000.0
Balances due from banks in foreign countries and foreign central banks,2019-12-31,116528000000.0
Balances due from banks in foreign countries and foreign central banks,2020-03-31,169169000000.0
Balances due from banks in foreign countries and foreign central banks,2020-06-30,169881000000.0
Balances due from banks in foreign countries and foreign central banks,2020-09-30,178312000000.0
Balances due from banks in foreign countries and foreign central banks,2020-12-31,229093000000.0
Balances due from banks in foreign countries and foreign central banks,2021-03-31,228077000000.0
Balances due from banks in foreign countries and foreign central banks,2021-06-30,242571000000.0
Balances due from banks in foreign countries and foreign central banks,2021-09-30,216796000000.0
Balances due from banks in foreign countries and foreign central banks,2022-03-31,223145000000.0
Balances due from banks in foreign countries and foreign central banks,2022-06-30,220238000000.0
Balances due from banks in foreign countries and foreign central banks,2022-09-30,216664000000.0
Balances due from banks in foreign countries and foreign central banks,2022-12-31,225955000000.0
Balances due from banks in foreign countries and foreign central banks,2023-03-31,231145000000.0
Balances due from banks in foreign countries and foreign central banks,2004-12-31,10872000000.0
Balances due from banks in foreign countries and foreign central banks,2005-03-31,11266000000.0
Balances due from banks in foreign countries and foreign central banks,2015-03-31,1662000000.0
Balances due from banks in foreign countries and foreign central banks,2016-09-30,1986000000.0
Interest-bearing balances,2003-03-31,6882000000.0
Interest-bearing balances,2008-12-31,146402000000.0
Interest-bearing balances,2011-06-30,175843000000.0
Interest-bearing balances,2012-09-30,107793000000.0
Interest-bearing balances,2013-03-31,258975000000.0
Interest-bearing balances,2018-12-31,301017000000.0
Interest-bearing balances,2019-06-30,245956000000.0
Interest-bearing balances,2019-09-30,236129000000.0
Interest-bearing balances,2020-12-31,502975000000.0
Interest-bearing balances,2021-03-31,686681000000.0
Interest-bearing balances,2021-06-30,679589000000.0
Interest-bearing balances,2021-09-30,735007000000.0
Interest-bearing balances,2021-12-31,714738000000.0
Interest-bearing balances,2022-03-31,729509000000.0
Interest-bearing balances,2022-06-30,643781000000.0
Interest-bearing balances,2022-09-30,621254000000.0
Interest-bearing balances,2022-12-31,541288000000.0
Interest-bearing balances,2023-03-31,526190000000.0
Noninterest-bearing balances and currency and coin,2002-09-30,17141000000.0
Noninterest-bearing balances and currency and coin,2002-12-31,18126000000.0
Noninterest-bearing balances and currency and coin,2003-09-30,17592000000.0
Noninterest-bearing balances and currency and coin,2006-12-31,37841000000.0
Noninterest-bearing balances and currency and coin,2007-12-31,38696000000.0
Noninterest-bearing balances and currency and coin,2008-03-31,45780000000.0
Noninterest-bearing balances and currency and coin,2008-09-30,53334000000.0
Noninterest-bearing balances and currency and coin,2010-06-30,31880000000.0
Noninterest-bearing balances and currency and coin,2011-09-30,55615000000.0
Noninterest-bearing balances and currency and coin,2011-12-31,57594000000.0
Noninterest-bearing balances and currency and coin,2012-03-31,53732000000.0
Noninterest-bearing balances and currency and coin,2012-06-30,43095000000.0
Noninterest-bearing balances and currency and coin,2012-09-30,50980000000.0
Noninterest-bearing balances and currency and coin,2012-12-31,52676000000.0
Noninterest-bearing balances and currency and coin,2013-03-31,43326000000.0
Noninterest-bearing balances and currency and coin,2013-12-31,38981000000.0
Noninterest-bearing balances and currency and coin,2016-03-31,17294000000.0
Noninterest-bearing balances and currency and coin,2019-03-31,18184000000.0
Balances due from depository institutions in the U.S,2018-06-30,42707000000.0
Balances due from depository institutions in the U.S,2018-09-30,48717000000.0
Balances due from depository institutions in the U.S,2018-12-31,49451000000.0
Balances due from depository institutions in the U.S,2019-03-31,54306000000.0
Balances due from depository institutions in the U.S,2008-09-30,6477000000.0
Balances due from depository institutions in the U.S,2008-12-31,19651000000.0
Balances due from depository institutions in the U.S,2009-03-31,5900000000.0
Balances due from depository institutions in the U.S,2009-09-30,4875000000.0
Balances due from depository institutions in the U.S,2015-12-31,7292000000.0
Balances due from depository institutions in the U.S,2016-03-31,33083000000.0
Balances due from depository institutions in the U.S,2016-06-30,33231000000.0
Balances due from depository institutions in the U.S,2016-09-30,25429000000.0
Balances due from depository institutions in the U.S,2016-12-31,33652000000.0
Balances due from depository institutions in the U.S,2017-03-31,34482000000.0
Balances due from depository institutions in the U.S,2017-06-30,41131000000.0
